Date,Open,Close
2013-09-03,32.84000015258789,32.15999984741211
2013-09-04,32.11000061035156,32.459999084472656
2013-09-05,32.43000030517578,32.380001068115234
2013-09-06,32.439998626708984,32.16999816894531
2013-09-09,32.2400016784668,32.4900016784668
2013-09-10,32.709999084472656,32.72999954223633
2013-09-11,32.72999954223633,33.189998626708984
2013-09-12,33.18000030517578,33.25
2013-09-13,33.25,33.0
2013-09-16,33.41999816894531,33.470001220703125
2013-09-17,33.459999084472656,33.349998474121094
2013-09-18,33.349998474121094,33.93000030517578
2013-09-19,34.0,34.04999923706055
2013-09-20,34.09000015258789,34.18000030517578
2013-09-23,34.08000183105469,34.06999969482422
2013-09-24,34.0099983215332,34.13999938964844
2013-09-25,33.959999084472656,33.959999084472656
2013-09-26,33.970001220703125,34.08000183105469
2013-09-27,33.61000061035156,33.75
2013-09-30,33.5,33.36000061035156
2013-10-01,33.349998474121094,33.540000915527344
2013-10-02,33.34000015258789,33.279998779296875
2013-10-03,33.15999984741211,32.83000183105469
2013-10-04,32.84000015258789,33.029998779296875
2013-10-07,32.790000915527344,32.93000030517578
2013-10-08,32.90999984741211,32.63999938964844
2013-10-09,32.77000045776367,32.369998931884766
2013-10-10,32.61000061035156,32.630001068115234
2013-10-11,32.650001525878906,33.04999923706055
2013-10-14,32.88999938964844,33.189998626708984
2013-10-15,33.04999923706055,32.9900016784668
2013-10-16,33.2400016784668,33.150001525878906
2013-10-17,33.0099983215332,33.150001525878906
2013-10-18,33.209999084472656,33.119998931884766
2013-10-21,33.20000076293945,33.25
2013-10-22,33.369998931884766,33.70000076293945
2013-10-23,33.66999816894531,33.689998626708984
2013-10-24,33.70000076293945,33.58000183105469
2013-10-25,33.68000030517578,33.7400016784668
2013-10-28,33.7400016784668,33.709999084472656
2013-10-29,33.790000915527344,33.84000015258789
2013-10-30,33.849998474121094,33.349998474121094
2013-10-31,33.47999954223633,33.470001220703125
2013-11-01,34.29999923706055,34.34000015258789
2013-11-04,34.22999954223633,34.13999938964844
2013-11-05,33.9900016784668,34.130001068115234
2013-11-06,34.15999984741211,34.279998779296875
2013-11-07,34.380001068115234,34.099998474121094
2013-11-08,34.029998779296875,34.31999969482422
2013-11-11,34.33000183105469,34.099998474121094
2013-11-12,34.040000915527344,34.11000061035156
2013-11-13,33.88999938964844,34.61000061035156
2013-11-14,34.689998626708984,34.9900016784668
2013-11-15,34.970001220703125,35.11000061035156
2013-11-18,35.189998626708984,35.150001525878906
2013-11-19,35.119998931884766,35.0
2013-11-20,35.060001373291016,34.939998626708984
2013-11-21,34.59000015258789,34.72999954223633
2013-11-22,34.779998779296875,35.02000045776367
2013-11-25,35.119998931884766,34.84000015258789
2013-11-26,34.869998931884766,34.939998626708984
2013-11-27,34.959999084472656,34.81999969482422
2013-11-29,34.790000915527344,34.90999984741211
2013-12-02,34.970001220703125,34.939998626708984
2013-12-03,34.75,34.61000061035156
2013-12-04,34.4900016784668,34.5099983215332
2013-12-05,34.439998626708984,34.470001220703125
2013-12-06,34.75,34.900001525878906
2013-12-09,34.91999816894531,34.540000915527344
2013-12-10,34.459999084472656,34.529998779296875
2013-12-11,34.47999954223633,33.90999984741211
2013-12-12,33.810001373291016,33.72999954223633
2013-12-13,33.81999969482422,33.939998626708984
2013-12-16,34.0,33.880001068115234
2013-12-17,33.81999969482422,33.27000045776367
2013-12-18,33.34000015258789,32.97999954223633
2013-12-19,32.939998626708984,33.0
2013-12-20,33.0,33.290000915527344
2013-12-23,33.529998779296875,33.349998474121094
2013-12-24,33.41999816894531,33.689998626708984
2013-12-26,33.720001220703125,33.66999816894531
2013-12-27,33.75,33.58000183105469
2013-12-30,33.349998474121094,33.290000915527344
2013-12-31,33.290000915527344,33.20000076293945
2014-01-02,33.20000076293945,32.959999084472656
2014-01-03,33.029998779296875,32.97999954223633
2014-01-06,33.08000183105469,32.81999969482422
2014-01-07,32.790000915527344,32.689998626708984
2014-01-08,32.75,32.470001220703125
2014-01-09,32.59000015258789,32.36000061035156
2014-01-10,32.470001220703125,32.41999816894531
2014-01-13,32.29999923706055,32.040000915527344
2014-01-14,32.130001068115234,32.22999954223633
2014-01-15,32.33000183105469,32.22999954223633
2014-01-16,32.22999954223633,32.11000061035156
2014-01-17,32.130001068115234,32.25
2014-01-21,32.33000183105469,32.27000045776367
2014-01-22,32.33000183105469,32.349998474121094
2014-01-23,32.18000030517578,32.22999954223633
2014-01-24,32.04999923706055,31.739999771118164
2014-01-27,31.829999923706055,32.09000015258789
2014-01-28,32.029998779296875,32.150001525878906
2014-01-29,31.950000762939453,31.979999542236328
2014-01-30,32.11000061035156,32.209999084472656
2014-01-31,31.850000381469727,32.029998779296875
2014-02-03,32.029998779296875,31.549999237060547
2014-02-04,31.700000762939453,31.530000686645508
2014-02-05,31.579999923706055,31.549999237060547
2014-02-06,31.549999237060547,31.8700008392334
2014-02-07,32.0,33.400001525878906
2014-02-10,33.29999923706055,33.130001068115234
2014-02-11,33.209999084472656,33.52000045776367
2014-02-12,33.58000183105469,33.56999969482422
2014-02-13,33.459999084472656,34.060001373291016
2014-02-14,33.9900016784668,34.400001525878906
2014-02-18,34.34000015258789,33.83000183105469
2014-02-19,33.70000076293945,33.72999954223633
2014-02-20,33.72999954223633,33.7400016784668
2014-02-21,33.779998779296875,33.7599983215332
2014-02-24,33.849998474121094,33.7599983215332
2014-02-25,33.81999969482422,33.66999816894531
